ID_UNICO,DIRECTION,MEDIATYPE,QUEUE_ID,QUEUE_NAME,DIVISION_ID,DIVISION_NAME,START_DATE,FINISH_DATE,OFFERED_NUMBER,ANSWERED_NUMBER,ANSWERED_TIME,HANDLE_NUMBER,HANDLE_TIME,ACW_NUMBER,ACW_TIME,ALERT_NUMBER,ALERT_TIME,TACD_NUMBER,TACD_TIME,CONNECTED_NUMBER,CONNECTED_TIME,TALK_NUMBER,TALK_TIME,WAIT_NUMBER,WAIT_TIME,ABANDON_NUMBER,ABANDON_TIME,AGENT_RESPONSE_TIME,AGENT_RESPONSE_NUMBER,HOLD_NUMBER,HOLD_TIME,AVERAGE_AGENT_RESPONSE_NUMBER,AVERAGE_AGENT_RESPONSE_TIME,AVERAGE_CUSTOMER_RESPONSE_NUMBER,AVERAGE_CUSTOMER_RESPONSE_TIME,FIRST_ENGAGEMENT_NUMBER,FIRST_ENGAGEMENT_TIME,FIRST_RESPONSE_NUMBER,FIRST_RESPONSE_TIME,OVER_SLA_NUMBER,ERROR_NUMBER,OUTBOUND_CONNECTED_NUMBER,SHORT_ABANDON_NUMBER,SHORT_ABANDON_TIME,NOT_RESPONDING_NUMBER,NOT_RESPONDING_TIME,BLIND_TRANSFERRED,TRANSFERRED_NUMBER,CONSULT_TRANSFERRED_NUMBER,IVR_NUMBER,IVR_TIME,ACTIVE_CALLBACK_NUMBER,ACTIVE_CALLBACK_TIME,FIRST_DIAL_NUMBER,FIRST_DIAL_TIME,OUTBOUND_NUMBER,OUTBOUND_ATTEMPTED_NUMBER,CONTACTING_NUMBER,CONTACTING_TIME,DIALING_NUMBER,DIALING_TIME,OUTBOUND_ABANDONED_NUMBER,OUTBOUND_ABANDONED_TIME,FECHA_CARGA
inbound_email_22cd5381-ed05-4dbc-b1e6-e72b99cadc89_HND SAC EM SAC_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-27T23:30:00.000-06:00_2026-06-28T00:00:00.000-06:00,inbound,email,22cd5381-ed05-4dbc-b1e6-e72b99cadc89,HND SAC EM SAC,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-27T23:30:00.000-06:00,2026-06-28T00:00:00.000-06:00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:18
inbound_email_22cd5381-ed05-4dbc-b1e6-e72b99cadc89_HND SAC EM SAC_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-28T00:00:00.000-06:00_2026-06-28T00:30:00.000-06:00,inbound,email,22cd5381-ed05-4dbc-b1e6-e72b99cadc89,HND SAC EM SAC,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-28T00:00:00.000-06:00,2026-06-28T00:30:00.000-06:00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:18
inbound_email_22cd5381-ed05-4dbc-b1e6-e72b99cadc89_HND SAC EM SAC_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-28T00:30:00.000-06:00_2026-06-28T01:00:00.000-06:00,inbound,email,22cd5381-ed05-4dbc-b1e6-e72b99cadc89,HND SAC EM SAC,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-28T00:30:00.000-06:00,2026-06-28T01:00:00.000-06:00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:18
inbound_email_22cd5381-ed05-4dbc-b1e6-e72b99cadc89_HND SAC EM SAC_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-28T04:00:00.000-06:00_2026-06-28T04:30:00.000-06:00,inbound,email,22cd5381-ed05-4dbc-b1e6-e72b99cadc89,HND SAC EM SAC,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-28T04:00:00.000-06:00,2026-06-28T04:30:00.000-06:00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:18
inbound_email_22cd5381-ed05-4dbc-b1e6-e72b99cadc89_HND SAC EM SAC_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-28T04:30:00.000-06:00_2026-06-28T05:00:00.000-06:00,inbound,email,22cd5381-ed05-4dbc-b1e6-e72b99cadc89,HND SAC EM SAC,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-28T04:30:00.000-06:00,2026-06-28T05:00:00.000-06:00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:18
inbound_email_838c9238-c442-49d3-a4a8-31a85234b2f5_HND SAC EM Remesas_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-27T18:00:00.000-06:00_2026-06-27T18:30:00.000-06:00,inbound,email,838c9238-c442-49d3-a4a8-31a85234b2f5,HND SAC EM Remesas,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-27T18:00:00.000-06:00,2026-06-27T18:30:00.000-06:00,1,1,675,1,47364,1,5130,,,1,675,1,42929,1,42234,1,675,,,42866,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:18
inbound_email_838c9238-c442-49d3-a4a8-31a85234b2f5_HND SAC EM Remesas_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-27T18:30:00.000-06:00_2026-06-27T19:00:00.000-06:00,inbound,email,838c9238-c442-49d3-a4a8-31a85234b2f5,HND SAC EM Remesas,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-27T18:30:00.000-06:00,2026-06-27T19:00:00.000-06:00,4,4,1135,4,120330,4,16815,,,4,1135,4,105039,4,103515,4,1135,,,104776,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:18
inbound_email_838c9238-c442-49d3-a4a8-31a85234b2f5_HND SAC EM Remesas_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-27T19:30:00.000-06:00_2026-06-27T20:00:00.000-06:00,inbound,email,838c9238-c442-49d3-a4a8-31a85234b2f5,HND SAC EM Remesas,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-27T19:30:00.000-06:00,2026-06-27T20:00:00.000-06:00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:18
inbound_email_838c9238-c442-49d3-a4a8-31a85234b2f5_HND SAC EM Remesas_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-27T22:30:00.000-06:00_2026-06-27T23:00:00.000-06:00,inbound,email,838c9238-c442-49d3-a4a8-31a85234b2f5,HND SAC EM Remesas,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-27T22:30:00.000-06:00,2026-06-27T23:00:00.000-06:00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:18
inbound_email_838c9238-c442-49d3-a4a8-31a85234b2f5_HND SAC EM Remesas_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-28T01:00:00.000-06:00_2026-06-28T01:30:00.000-06:00,inbound,email,838c9238-c442-49d3-a4a8-31a85234b2f5,HND SAC EM Remesas,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-28T01:00:00.000-06:00,2026-06-28T01:30:00.000-06:00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:18
inbound_email_838c9238-c442-49d3-a4a8-31a85234b2f5_HND SAC EM Remesas_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-28T05:30:00.000-06:00_2026-06-28T06:00:00.000-06:00,inbound,email,838c9238-c442-49d3-a4a8-31a85234b2f5,HND SAC EM Remesas,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-28T05:30:00.000-06:00,2026-06-28T06:00:00.000-06:00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:18
inbound_message_231a7ee5-baf6-491a-aacf-007f0d9b564e_HND WHATSAPP DILO_4ae6a12b-ed77-46f1-8516-0d35bd70d0dc_Dilo_2026-06-27T18:00:00.000-06:00_2026-06-27T18:30:00.000-06:00,inbound,message,231a7ee5-baf6-491a-aacf-007f0d9b564e,HND WHATSAPP DILO,4ae6a12b-ed77-46f1-8516-0d35bd70d0dc,Dilo,2026-06-27T18:00:00.000-06:00,2026-06-27T18:30:00.000-06:00,1,1,435,2,1270933,2,10308,,,1,435,2,1263202,2,1260625,1,435,,,1263087,2,,,2,67700,2,105121,1,10942,1,9611,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:18
inbound_message_231a7ee5-baf6-491a-aacf-007f0d9b564e_HND WHATSAPP DILO_4ae6a12b-ed77-46f1-8516-0d35bd70d0dc_Dilo_2026-06-27T18:30:00.000-06:00_2026-06-27T19:00:00.000-06:00,inbound,message,231a7ee5-baf6-491a-aacf-007f0d9b564e,HND WHATSAPP DILO,4ae6a12b-ed77-46f1-8516-0d35bd70d0dc,Dilo,2026-06-27T18:30:00.000-06:00,2026-06-27T19:00:00.000-06:00,1,1,220,1,779122,1,3571,,,1,220,1,776668,1,775551,1,220,,,776657,1,,,1,39013,1,84662,1,9811,1,8705,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:18
inbound_message_231a7ee5-baf6-491a-aacf-007f0d9b564e_HND WHATSAPP DILO_4ae6a12b-ed77-46f1-8516-0d35bd70d0dc_Dilo_2026-06-27T19:00:00.000-06:00_2026-06-27T19:30:00.000-06:00,inbound,message,231a7ee5-baf6-491a-aacf-007f0d9b564e,HND WHATSAPP DILO,4ae6a12b-ed77-46f1-8516-0d35bd70d0dc,Dilo,2026-06-27T19:00:00.000-06:00,2026-06-27T19:30:00.000-06:00,1,1,201,,,,,,,1,201,,,,,1,201,,,,,,,,,,,1,11532,1,10460,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:18
inbound_message_231a7ee5-baf6-491a-aacf-007f0d9b564e_HND WHATSAPP DILO_4ae6a12b-ed77-46f1-8516-0d35bd70d0dc_Dilo_2026-06-27T19:30:00.000-06:00_2026-06-27T20:00:00.000-06:00,inbound,message,231a7ee5-baf6-491a-aacf-007f0d9b564e,HND WHATSAPP DILO,4ae6a12b-ed77-46f1-8516-0d35bd70d0dc,Dilo,2026-06-27T19:30:00.000-06:00,2026-06-27T20:00:00.000-06:00,,,,1,577150,1,10452,,,,,1,567835,1,566698,,,,,567770,1,,,1,35051,1,40757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:18
inbound_message_231a7ee5-baf6-491a-aacf-007f0d9b564e_HND WHATSAPP DILO_4ae6a12b-ed77-46f1-8516-0d35bd70d0dc_Dilo_2026-06-27T20:00:00.000-06:00_2026-06-27T20:30:00.000-06:00,inbound,message,231a7ee5-baf6-491a-aacf-007f0d9b564e,HND WHATSAPP DILO,4ae6a12b-ed77-46f1-8516-0d35bd70d0dc,Dilo,2026-06-27T20:00:00.000-06:00,2026-06-27T20:30:00.000-06:00,2,2,836,1,532898,1,4614,,,2,836,1,529884,1,528284,2,836,,,529870,1,,,1,31662,1,50931,2,21869,2,18879,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:18
inbound_message_231a7ee5-baf6-491a-aacf-007f0d9b564e_HND WHATSAPP DILO_4ae6a12b-ed77-46f1-8516-0d35bd70d0dc_Dilo_2026-06-27T20:30:00.000-06:00_2026-06-27T21:00:00.000-06:00,inbound,message,231a7ee5-baf6-491a-aacf-007f0d9b564e,HND WHATSAPP DILO,4ae6a12b-ed77-46f1-8516-0d35bd70d0dc,Dilo,2026-06-27T20:30:00.000-06:00,2026-06-27T21:00:00.000-06:00,,,,1,963153,1,4999,,,,,1,959679,1,958154,,,,,959558,1,,,1,35362,1,55579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:18
inbound_message_5eed496b-6294-49eb-81ed-663122483071_HND REDES_SOCIALES_WHATSAPP_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-27T18:00:00.000-06:00_2026-06-27T18:30:00.000-06:00,inbound,message,5eed496b-6294-49eb-81ed-663122483071,HND REDES_SOCIALES_WHATSAPP,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-27T18:00:00.000-06:00,2026-06-27T18:30:00.000-06:00,21,21,1445263,19,11107613,19,784598,,,21,1445263,18,11789340,18,3613562,21,1445263,,,11788758,18,18,6566255,17,788033,16,774132,20,1652580,20,244050,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:18
inbound_message_5eed496b-6294-49eb-81ed-663122483071_HND REDES_SOCIALES_WHATSAPP_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-27T18:30:00.000-06:00_2026-06-27T19:00:00.000-06:00,inbound,message,5eed496b-6294-49eb-81ed-663122483071,HND REDES_SOCIALES_WHATSAPP,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-27T18:30:00.000-06:00,2026-06-27T19:00:00.000-06:00,15,13,831921,13,9454683,13,518293,,,13,831921,13,9053720,13,3672313,13,831921,,,9053288,13,13,5264077,13,578455,12,467803,13,963510,13,113618,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:18
inbound_message_5eed496b-6294-49eb-81ed-663122483071_HND REDES_SOCIALES_WHATSAPP_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-27T19:00:00.000-06:00_2026-06-27T19:30:00.000-06:00,inbound,message,5eed496b-6294-49eb-81ed-663122483071,HND REDES_SOCIALES_WHATSAPP,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-27T19:00:00.000-06:00,2026-06-27T19:30:00.000-06:00,9,11,503461,14,10622242,14,398060,,,11,503461,14,11480574,14,4804092,11,503461,,,11479950,14,14,5420090,14,687348,12,811234,11,654978,11,134895,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:18
inbound_message_5eed496b-6294-49eb-81ed-663122483071_HND REDES_SOCIALES_WHATSAPP_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-27T19:30:00.000-06:00_2026-06-27T20:00:00.000-06:00,inbound,message,5eed496b-6294-49eb-81ed-663122483071,HND REDES_SOCIALES_WHATSAPP,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-27T19:30:00.000-06:00,2026-06-27T20:00:00.000-06:00,12,12,5792,11,6203362,11,95107,,,12,5792,11,6132658,11,4716384,12,5792,,,6131625,11,10,1391871,11,414338,11,472502,12,226351,12,200803,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:18
inbound_message_5eed496b-6294-49eb-81ed-663122483071_HND REDES_SOCIALES_WHATSAPP_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-27T20:00:00.000-06:00_2026-06-27T20:30:00.000-06:00,inbound,message,5eed496b-6294-49eb-81ed-663122483071,HND REDES_SOCIALES_WHATSAPP,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-27T20:00:00.000-06:00,2026-06-27T20:30:00.000-06:00,10,10,121274,12,11384048,12,196606,,,10,121274,12,11212771,12,4742317,10,121274,,,11212120,12,12,6445125,12,719815,12,895029,10,235999,10,97947,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:18
inbound_message_5eed496b-6294-49eb-81ed-663122483071_HND REDES_SOCIALES_WHATSAPP_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-27T20:30:00.000-06:00_2026-06-27T21:00:00.000-06:00,inbound,message,5eed496b-6294-49eb-81ed-663122483071,HND REDES_SOCIALES_WHATSAPP,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-27T20:30:00.000-06:00,2026-06-27T21:00:00.000-06:00,11,9,5182,9,6019438,9,112708,,,9,5182,9,6041468,9,3228259,9,5182,,,6040939,9,9,2678471,9,373392,9,555287,9,125802,9,106546,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:18
inbound_message_5eed496b-6294-49eb-81ed-663122483071_HND REDES_SOCIALES_WHATSAPP_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-27T21:00:00.000-06:00_2026-06-27T21:30:00.000-06:00,inbound,message,5eed496b-6294-49eb-81ed-663122483071,HND REDES_SOCIALES_WHATSAPP,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-27T21:00:00.000-06:00,2026-06-27T21:30:00.000-06:00,,2,614050,5,3002697,5,68934,,,2,614050,5,3561127,5,1431502,2,614050,,,3560626,5,5,1502261,5,219288,5,278749,2,631944,2,13346,1,,,,,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:18
inbound_message_ea005edf-86a6-46cf-af96-d3e48aeb5db5_HND REDES_SOCIALES_INSTAGRAM_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-27T18:00:00.000-06:00_2026-06-27T18:30:00.000-06:00,inbound,message,ea005edf-86a6-46cf-af96-d3e48aeb5db5,HND REDES_SOCIALES_INSTAGRAM,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-27T18:00:00.000-06:00,2026-06-27T18:30:00.000-06:00,4,4,651190,3,324396,3,126728,,,4,651190,4,889416,4,106344,4,651190,,,889355,4,4,126593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:18
inbound_message_ea005edf-86a6-46cf-af96-d3e48aeb5db5_HND REDES_SOCIALES_INSTAGRAM_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-27T18:30:00.000-06:00_2026-06-27T19:00:00.000-06:00,inbound,message,ea005edf-86a6-46cf-af96-d3e48aeb5db5,HND REDES_SOCIALES_INSTAGRAM,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-27T18:30:00.000-06:00,2026-06-27T19:00:00.000-06:00,3,2,960,3,283790,3,180627,,,2,960,2,70747,2,36537,2,960,,,70623,2,2,31357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:18
inbound_message_ea005edf-86a6-46cf-af96-d3e48aeb5db5_HND REDES_SOCIALES_INSTAGRAM_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-27T19:00:00.000-06:00_2026-06-27T19:30:00.000-06:00,inbound,message,ea005edf-86a6-46cf-af96-d3e48aeb5db5,HND REDES_SOCIALES_INSTAGRAM,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-27T19:00:00.000-06:00,2026-06-27T19:30:00.000-06:00,,1,810855,1,17315,1,12500,,,1,810855,1,816628,1,4815,1,810855,,,816527,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:18
